candidate_id,longitude,latitude,candidate_x,candidate_y,landuse_labels,planning_labels,hazard_labels,landuse_feature_count,planning_feature_count,hazard_feature_count,hazard_overlap,hazard_review_status,siting_feasibility
tran_cc51c486-fdfb-4bed-b1d9-37ff83f3981c-0,135.33092001059816,35.43749428334692,-60746.59312513021,-62200.24557380234,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_912c737f-a924-44d7-b3a5-b05909c11b06-0,135.32665557646496,35.43360822857376,-61136.70985721249,-62628.73451557358,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_3493e1ab-d14b-4670-80a5-f56ab17bebcb-0,135.32903196690725,35.43671118706949,-60918.60342734864,-62285.95993478009,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_47c630a9-30b2-48e2-8ec0-2453f7406c96-0,135.32690539558467,35.43441172639092,-61113.41988231793,-62539.74900853211,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満 | flood: 2.0m以上3.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_44c684f0-eb02-4cdb-9569-9eadb30101d2-0,135.32819979519016,35.43463799371224,-60995.722831739644,-62515.4466539138,公益施設用地（官公庁施設、文教厚生施設、供給処理施設）,市街化区域 | 準住居地域 | 準防火地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,4,2,True,additional_confirmation_required,not_determined
tran_1deb087d-4f09-493c-a938-78dcd0522a5d-0,135.3252835362594,35.43805486181631,-61257.918678277056,-62134.575214370045,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_06dc4ff7-9bed-4902-879c-03094bcaee20-0,135.3264965398905,35.43974776480346,-61146.50750844824,-61947.51576845991,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_5761221b-5cd2-419d-8b78-5960d2cc2fad-0,135.3255734247763,35.433653745714594,-61234.93150460515,-62623.0148198795,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化調整区域 | 都市計画区域,,1,2,0,False,no_overlap_in_source_layers,not_determined
tran_aa3d1ad4-3728-4e67-a780-43406d9e79f7-0,135.32703774637642,35.43791872138161,-61098.753311997185,-62150.76476198253,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_d83d6063-abae-44c2-9c87-e417da659bc9-0,135.3271468038314,35.44153754296195,-61086.1178291918,-61749.359827030974,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_daed3814-8e12-4cd3-84ef-27592c8f03aa-0,135.32655325687122,35.43688657403597,-61143.5215538855,-62264.971545676744,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 道路 | 都市計画区域,,1,4,0,False,no_overlap_in_source_layers,not_determined
tran_707e8c7d-1270-44f3-bc64-4cf90980315d-0,135.32537595080709,35.436857522044605,-61250.435065460944,-62267.46544303856,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_8b61c145-132c-47d4-961a-6989aa202933-0,135.32856850505107,35.43692439528245,-60960.52202253769,-62262.02078766513,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_e0158d2b-a4b0-42b4-9d32-947f273b20d9-0,135.3334459231959,35.435829270134676,-60518.50499604154,-62386.512036948574,水面（河川水面、湖沼、ため池、用水路、濠、運河水面）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 2.0m以上3.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_5481eb8b-ca57-43b2-96ce-ff7fa0d281f6-0,135.3256048924225,35.43767428119149,-61229.03027525411,-62176.99603133042,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_97a577ca-d669-48ee-8d87-0c25023bfb48-0,135.32538575503133,35.43969746923096,-61247.3938636096,-61952.40758243469,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_4fb0273c-fb6a-4157-8954-1448fbee4f1d-0,135.33118081761756,35.43610631104108,-60723.955993537704,-62354.38752595754,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満 | flood: 2.0m以上3.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_2adaf7ed-c854-45fb-9bdc-23ee146d314f-0,135.33048178124918,35.434701542277594,-60788.4802983629,-62509.80274454822,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_b248f0c0-79b7-4ac9-8071-e4088e2a40b6-0,135.329343868113,35.440707176920384,-60887.27590177446,-61842.83687413344,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_048f7166-418b-4877-9e29-3eecbd2b6607-0,135.33111706935512,35.43560473058314,-60730.12062115,-62409.99367648159,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_0e6a1b92-9bad-46f8-84f2-076a767924fe-0,135.3269885274695,35.43698901376544,-61103.92449694647,-62253.876128965465,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_beef7351-da92-45e2-b8b9-9eef1b83e3a7-0,135.3357228696965,35.43334948849463,-60313.62021024262,-62663.010935909944,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m未満 | landslide: 土砂災害警戒区域（指定済）,1,3,2,True,additional_confirmation_required,not_determined
tran_aa6ac255-e87f-4267-8c49-a4a068f74032-0,135.33090021178003,35.436834396709756,-60748.88642519349,-62273.44123049199,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,4,2,True,additional_confirmation_required,not_determined
tran_778373e6-99c3-4c32-995b-2c30769a6bfb-0,135.3313767395701,35.43825615733708,-60704.55358849718,-62116.00394909005,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_d3a78b47-b276-4f0b-b016-bed227c40852-0,135.3267169728245,35.434670974410935,-61130.33197486137,-62510.87149108247,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満 | flood: 2.0m以上3.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_b8af30dd-0a14-4eab-83d6-4ce42f06976c-0,135.32625982991485,35.44141888716209,-61166.73424851563,-61761.97476422997,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_4ed2e0c9-320c-48c4-a4e9-5cadf18ffb49-0,135.33058462548217,35.433794306085815,-60779.824279366796,-62610.51474906257,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種低層住居専用地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_10e2baee-b734-42b9-9410-e244eff299be-0,135.3256824345617,35.44076500653095,-61219.650022974805,-61834.15874873182,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_e57fd69a-a848-4a20-a0a9-c9fe5d4c75e0-0,135.3290543812754,35.43732441490852,-60916.1064160315,-62217.942244993246,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_1cbc3ed7-46a2-4d34-b8ab-dd2608be44fc-0,135.32799807503756,35.440732977691354,-61009.439637790274,-61839.14436305537,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_9da00872-db03-4687-971d-5878d3ac24b8-0,135.32579490740036,35.44087459768288,-61209.355770226866,-61822.07037758239,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_357b2332-53c0-4ae6-a504-84a3a7a649af-0,135.32759618181717,35.43569929317435,-61049.72724328885,-62397.333346971725,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_fa9bd4ac-23c5-4474-abe9-4f9ff4a61624-0,135.3307698880804,35.43378874965351,-60763.00721260804,-62611.24511001645,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種低層住居専用地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_c0ac4370-288f-4574-aebe-e648a30c6afd-0,135.32827490909403,35.43471365164427,-60988.84574904527,-62507.09952584319,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_978a5f72-7f98-482b-b450-10dfdb99d388-0,135.33567683259633,35.43660766978658,-60315.37027582105,-62301.52042463045,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化調整区域 | 道路 | 都市計画区域,flood: 2.0m以上3.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_25141f3d-8b8d-463f-978b-70012ff0e121-0,135.32753676540557,35.440415843807074,-61051.5609181512,-61874.042277883855,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_bbd9a127-d925-4d06-a84d-a62b6ed41c3b-0,135.3328970249268,35.44159749914795,-60564.02152219606,-61746.24828377107,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 道路 | 都市計画区域,flood: 0.5m未満 | flood: 1.0m以上2.0m未満,1,6,2,True,additional_confirmation_required,not_determined
tran_19982654-a939-498f-8767-17792560870e-0,135.32903619150068,35.43683162338658,-60918.12913752377,-62272.601332468366,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,4,2,True,additional_confirmation_required,not_determined
tran_ee76d5d3-0fb3-486c-be71-f94fbf959edd-0,135.3282233669442,35.43381940634589,-60994.19996263303,-62606.27526490645,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 0.5m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_5ccd8a9f-f4b6-4ad1-a234-bbee393c67ad-0,135.3310151449232,35.43686209750575,-60738.430456773815,-62270.438757399534,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,4,2,True,additional_confirmation_required,not_determined
tran_d2c29f50-aa5e-432e-94d8-3d4de4e7830f-0,135.32576803904345,35.44099061740753,-61211.707284775446,-61809.18249052366,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_48ae0e63-2a7a-4d89-a62a-eefe080082ae-0,135.3374548405723,35.435210133493584,-60154.97814208864,-62457.646846635376,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化調整区域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,2,1,True,additional_confirmation_required,not_determined
tran_356b61ab-61fc-4bc2-ac26-f7494f960652-0,135.3282698490252,35.434659796882414,-60989.345794552864,-62513.071049179714,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_c06c012f-f2b4-4610-bdbc-c997960e9c23-0,135.3338117225016,35.43616687577041,-60485.03994933325,-62349.282048006804,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 2.0m以上3.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_e0f86697-f9ed-42da-ae4a-7b4c54698652-0,135.32665968532547,35.433689918894316,-61136.27503480711,-62619.6743353848,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_790f52c7-5b44-405d-9949-32d843f0791b-0,135.32825265527123,35.43429375232967,-60991.18296158712,-62553.669412197996,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 0.5m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_669701df-ba97-4ff7-adb9-1f6a6a662b97-0,135.32793901464095,35.43658476797707,-61017.93175952349,-62299.31051519031,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_ed16d40e-af8d-4f47-af41-e6be874aa38b-0,135.3304743228481,35.43668043706465,-60787.670029682544,-62290.259600062745,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_a3d4b2c2-2cf4-471e-ae66-58368d17db1b-0,135.3308851949997,35.4403578263821,-60747.60285682657,-61882.542591070385,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 0.5m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_7e68f97b-d837-49ce-8087-cfee26c22f60-0,135.33146546671622,35.437137340481705,-60697.33766554786,-62240.18001250291,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_1aff3542-bb80-49bb-b8eb-f6a4bfc2a5bd-0,135.32671793591732,35.434938477779724,-61130.04233417259,-62481.195264128226,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_18258a95-e4e9-46e2-a71f-5f1603121a95-0,135.32712710920092,35.44102368889721,-61088.29409606049,-61806.35467710851,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_69bd66cd-e247-4d88-9287-74fe36697893-0,135.3307487927903,35.437907663067435,-60761.82782388077,-62154.27994634858,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第2種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_143ab24b-bec1-4027-a399-744250bcdc24-0,135.32635856996563,35.4397572653662,-61159.02662427146,-61946.37638306826,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 0.5m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_7c02d732-fff2-4824-80d1-854c1be51e9a-0,135.3355583281454,35.436639560162575,-60326.10592729019,-62297.910166501686,その他自然地（原野・牧野、荒れ地（耕作放棄地等自然的状況のもの）、低湿地、河川敷・河原、海浜、湖岸）,市街化調整区域 | 道路 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_0dbf458c-060f-4a71-b06b-6cfde56c63eb-0,135.3358133807538,35.43582252524516,-60303.55804678219,-62388.70766364405,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_f4d5c99b-e2f8-4f5d-8a79-c6e5af864e9c-0,135.32835615255152,35.4346275949394,-60981.53407864368,-62516.696794129835,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_2bd55a04-7e08-4cb4-9539-80336e6da203-0,135.32841210904917,35.43567014218102,-60975.66741577465,-62401.07114352374,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準住居地域 | 準防火地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,5,2,True,additional_confirmation_required,not_determined
tran_c68f16c3-23f4-440a-9571-a39476a0cbce-0,135.32667172179242,35.433867403883,-61135.048000893716,-62599.991601053945,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満 | flood: 2.0m以上3.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_6d703ca4-1b45-4dfa-9cf8-df66d4ac8e7d-0,135.32526781612836,35.43831503954299,-61259.148841549926,-62105.70133361373,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_6c6dc7a0-77fd-47fe-89b9-8ac9a528c32a-0,135.32553961087413,35.44075277545363,-61232.626098308145,-61835.42716136795,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 0.5m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_4965ca15-eeb6-4ced-bc6d-201cbd1f9762-0,135.32539406232905,35.43648224374711,-61249.07488981693,-62309.110058926235,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_60b60b72-fa7e-4369-b744-567d58b47413-0,135.32525759740838,35.438486438059414,-61259.94677017747,-62086.68003438216,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_aafad42e-3bae-4740-b134-703c15386799-0,135.32998765373122,35.434663589497106,-60833.3735153329,-62513.70914774856,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_7d893abb-e72a-4eac-b888-cde45c517488-0,135.33002820302107,35.43626097983476,-60828.49032042869,-62336.51965198294,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_7f56daee-08c5-4df3-b54c-6910e9167ad9-0,135.32635749951538,35.439560635144474,-61159.272533456526,-61968.18989440818,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 0.5m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_c7670aea-5ef4-483b-8c1a-bed3d40451fa-0,135.3265147532224,35.44037734387389,-61144.37783745241,-61877.68147892184,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_b67ba831-97da-41d5-aeed-fd529d8331cf-0,135.33000584008613,35.435785550775265,-60830.878355223074,-62389.24998238401,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 第1種住居地域 | 都市計画区域,flood: 0.5m以上1.0m未満 | flood: 1.0m以上2.0m未満,1,3,2,True,additional_confirmation_required,not_determined
tran_e48b1a06-5436-4c14-a6bf-76b902f62b39-0,135.32556943392,35.438324493537365,-61231.75728975361,-62104.839460013674,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 第1種中高層住居専用地域 | 都市計画区域,flood: 0.5m未満,1,3,1,True,additional_confirmation_required,not_determined
